camera_number,date,year,month,day,species,time
A29,46058,2026,2,5,家牛,0.50504629629629627
A29,46058,2026,2,5,家牛,0.50592592592592589
A29,46058,2026,2,5,家牛,0.50730324074074074
A29,46058,2026,2,5,家牛,0.50934027777777779
A29,46058,2026,2,5,家牛,0.5105439814814815
A29,46058,2026,2,5,家牛,0.51465277777777774
A29,46058,2026,2,5,家牛,0.51590277777777782
A29,46058,2026,2,5,家牛,0.51653935185185185
A29,46058,2026,2,5,家牛,0.51751157407407411
A29,46058,2026,2,5,家牛,0.51832175925925927
A29,46058,2026,2,5,家牛,0.51896990740740745
A29,46058,2026,2,5,家牛,0.52173611111111107
A29,46058,2026,2,5,家牛,0.52243055555555551
A29,46058,2026,2,5,家牛,0.52387731481481481
A29,46058,2026,2,5,家牛,0.52571759259259254
A29,46058,2026,2,5,家牛,0.52700231481481485
A29,46058,2026,2,5,家牛,0.52836805555555555
A29,46058,2026,2,5,家牛,0.52901620370370372
A29,46058,2026,2,5,家牛,0.53010416666666671
A29,46058,2026,2,5,家牛,0.53099537037037037
A29,46058,2026,2,5,家牛,0.53160879629629632
A29,46058,2026,2,5,家牛,0.53265046296296292
A29,46058,2026,2,5,家牛,0.53403935185185181
A29,46058,2026,2,5,家牛,0.53667824074074078
A29,46058,2026,2,5,家牛,0.53756944444444443
A29,46058,2026,2,5,家牛,0.53821759259259261
A29,46058,2026,2,5,家牛,0.53888888888888886
A29,46058,2026,2,5,家牛,0.54729166666666662
A29,46058,2026,2,5,家牛,0.54886574074074079
A29,46058,2026,2,5,家牛,0.55460648148148151
A29,46059,2026,2,6,家狗,0.43432870370370369
A29,46060,2026,2,7,赤狐,0.17828703703703705
A3,46043,2026,1,21,赤狐,0.71946759259259263
A3,NA,NA,NA,NA,喜鹊,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家牛,NA
A3,NA,NA,NA,NA,家狗,NA
A3,NA,NA,NA,NA,狍子,NA
A3,NA,NA,NA,NA,狍子,NA
A3,NA,NA,NA,NA,狍子,NA
A3,NA,NA,NA,NA,狍子,NA
A3,NA,NA,NA,NA,狍子,NA
A3,NA,NA,NA,NA,狍子,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A3,NA,NA,NA,NA,野猪,NA
A31,46025,2026,1,3,喜鹊,0.58428240740740744
A31,46025,2026,1,3,喜鹊,0.63570601851851849
A31,46027,2026,1,5,赤狐,0.92689814814814819
A31,46028,2026,1,6,家牛,0.54673611111111109
A31,46037,2026,1,15,家狗,0.69114583333333335
A31,46039,2026,1,17,家猫,2.9710648148148149E-2
A31,46048,2026,1,26,家狗,0.49487268518518518
A31,46049,2026,1,27,家牛,0.50690972222222219
A31,46056,2026,2,3,赤狐,0.85848379629629634
A33,NA,NA,NA,NA,赤狐,NA
A33,NA,NA,NA,NA,赤狐,NA
A33,NA,NA,NA,NA,喜鹊,NA
A33,NA,NA,NA,NA,喜鹊,NA
A33,NA,NA,NA,NA,喜鹊,NA
A33,NA,NA,NA,NA,喜鹊,NA
A33,NA,NA,NA,NA,喜鹊,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家牛,NA
A33,NA,NA,NA,NA,家狗,NA
A33,NA,NA,NA,NA,燕雀,NA
A33,NA,NA,NA,NA,燕雀,NA
A33,NA,NA,NA,NA,燕雀,NA
A33,NA,NA,NA,NA,狍子,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,野猪,NA
A33,NA,NA,NA,NA,雉鸡,NA
A33,NA,NA,NA,NA,雉鸡,NA
A33,NA,NA,NA,NA,雉鸡,NA
A33,NA,NA,NA,NA,雉鸡,NA
A33,NA,NA,NA,NA,雉鸡,NA
A33,NA,NA,NA,NA,雉鸡,NA
A34,46028,2026,1,6,喜鹊,0.33140046296296294
A34,46028,2026,1,6,喜鹊,0.3331365740740741
A34,46028,2026,1,6,喜鹊,0.3347222222222222
A34,46031,2026,1,9,喜鹊,0.33587962962962964
A34,46035,2026,1,13,喜鹊,0.35497685185185185
A34,46035,2026,1,13,喜鹊,0.52956018518518522
A34,46035,2026,1,13,喜鹊,0.53133101851851849
A34,46035,2026,1,13,喜鹊,0.65965277777777775
A34,46035,2026,1,13,豹猫,0.8919907407407407
A34,46036,2026,1,14,喜鹊,0.4717824074074074
A34,46038,2026,1,16,家狗,0.41996527777777776
A34,46039,2026,1,17,赤狐,0.18672453703703704
A34,46039,2026,1,17,喜鹊,0.37501157407407409
A34,46039,2026,1,17,喜鹊,0.40491898148148148
A34,46039,2026,1,17,豹猫,0.80351851851851852
A34,46039,2026,1,17,赤狐,0.80351851851851852
A34,46039,2026,1,17,豹猫,0.8041666666666667
A34,46039,2026,1,17,赤狐,0.80780092592592589
A34,46039,2026,1,17,赤狐,0.81032407407407403
A34,46039,2026,1,17,赤狐,0.91146990740740741
A34,46040,2026,1,18,赤狐,7.6030092592592594E-2
A34,46040,2026,1,18,喜鹊,0.55670138888888887
A34,46041,2026,1,19,喜鹊,0.3583796296296296
A34,46041,2026,1,19,赤狐,0.7910300925925926
A34,46042,2026,1,20,喜鹊,0.5240393518518518
A34,46043,2026,1,21,家狗,0.60039351851851852
A34,46043,2026,1,21,家狗,0.60416666666666663
A34,46043,2026,1,21,喜鹊,0.6049768518518519
A34,46043,2026,1,21,喜鹊,0.60707175925925927
A34,46043,2026,1,21,家狗,0.6113425925925926
A34,46044,2026,1,22,喜鹊,0.40722222222222221
A34,46045,2026,1,23,喜鹊,0.40416666666666667
A34,46046,2026,1,24,喜鹊,0.61274305555555553
A34,46049,2026,1,27,喜鹊,0.34083333333333332
A34,46049,2026,1,27,喜鹊,0.34271990740740743
A34,46049,2026,1,27,喜鹊,0.42422453703703705
A34,46049,2026,1,27,喜鹊,0.42488425925925927
A34,46049,2026,1,27,喜鹊,0.42787037037037035
A34,46056,2026,2,3,赤狐,0.77041666666666664
A37,46029,2026,1,7,赤狐,0.73145833333333332
A37,46031,2026,1,9,狍子,8.1689814814814812E-2
A37,46035,2026,1,13,赤狐,1.2037037037037038E-3
A37,46036,2026,1,14,赤狐,0.22469907407407408
A37,46036,2026,1,14,赤狐,0.22611111111111112
A37,46036,2026,1,14,赤狐,0.22762731481481482
A37,46036,2026,1,14,喜鹊,0.35039351851851852
A37,46036,2026,1,14,家牛,0.57359953703703703
A37,46038,2026,1,16,赤狐,3.6134259259259262E-2
A37,46038,2026,1,16,喜鹊,0.49675925925925923
A37,46039,2026,1,17,赤狐,0.105625
A37,46039,2026,1,17,赤狐,0.11410879629629629
A37,46039,2026,1,17,喜鹊,0.41223379629629631
A37,46039,2026,1,17,赤狐,0.80951388888888887
A37,46041,2026,1,19,赤狐,0.78287037037037033
A37,46042,2026,1,20,赤狐,0.8158333333333333
A37,46043,2026,1,21,赤狐,0.14473379629629629
A37,46043,2026,1,21,赤狐,0.1529861111111111
A37,46043,2026,1,21,喜鹊,0.45944444444444443
A37,46043,2026,1,21,喜鹊,0.46657407407407409
A37,46044,2026,1,22,赤狐,0.80447916666666663
A37,46046,2026,1,24,喜鹊,0.40857638888888886
A37,46046,2026,1,24,喜鹊,0.41163194444444445
A37,46046,2026,1,24,喜鹊,0.41305555555555556
A37,46047,2026,1,25,赤狐,0.9770833333333333
A37,46048,2026,1,26,野猪,5.4351851851851853E-2
A37,46048,2026,1,26,野猪,0.1270486111111111
A37,46048,2026,1,26,野猪,0.13944444444444445
A37,46048,2026,1,26,赤狐,0.9829282407407407
A37,46049,2026,1,27,喜鹊,0.4064814814814815
A37,46052,2026,1,30,豹猫,0.18260416666666668
A37,46053,2026,1,31,喜鹊,0.55356481481481479
A37,46054,2026,2,1,豹猫,0.7603819444444444
A37,46057,2026,2,4,家牛,0.44598379629629631
A37,46057,2026,2,4,赤狐,0.82108796296296294
A37,46058,2026,2,5,赤狐,1.773148148148148E-2
A37,46058,2026,2,5,家牛,0.58138888888888884
A37,46058,2026,2,5,赤狐,0.83824074074074073
A37,46058,2026,2,5,赤狐,0.94219907407407411
A37,46058,2026,2,5,赤狐,0.94694444444444448
A37,46059,2026,2,6,野猪,8.6736111111111111E-2
A37,46059,2026,2,6,野猪,0.16269675925925925
A37,46059,2026,2,6,野猪,0.18689814814814815
A37,46059,2026,2,6,狍子,0.74699074074074079
A37,46059,2026,2,6,狍子,0.78314814814814815
A37,46060,2026,2,7,赤狐,9.1469907407407403E-2
A37,46060,2026,2,7,赤狐,0.78927083333333337
A37,46060,2026,2,7,赤狐,0.84589120370370374
A37,46060,2026,2,7,赤狐,0.84692129629629631
A38,46026,2026,1,4,赤狐,0.3311574074074074
A38,46027,2026,1,5,赤狐,0.67940972222222218
A38,46029,2026,1,7,赤狐,0.65104166666666663
A38,46029,2026,1,7,赤狐,0.65467592592592594
A38,46029,2026,1,7,赤狐,0.73094907407407406
A38,46034,2026,1,12,家猫,0.93402777777777779
A38,46036,2026,1,14,喜鹊,0.35662037037037037
A38,46037,2026,1,15,家猫,0.3407175925925926
A38,46038,2026,1,16,赤狐,3.7916666666666668E-2
A38,46038,2026,1,16,赤狐,0.10298611111111111
A38,46038,2026,1,16,赤狐,0.24302083333333332
A38,46038,2026,1,16,赤狐,0.26550925925925928
A38,46038,2026,1,16,赤狐,0.27887731481481481
A38,46038,2026,1,16,喜鹊,0.51849537037037041
A38,46039,2026,1,17,赤狐,7.6967592592592591E-3
A38,46039,2026,1,17,赤狐,0.18386574074074075
A38,46039,2026,1,17,豹猫,0.80501157407407409
A38,46039,2026,1,17,赤狐,0.90921296296296295
A38,46042,2026,1,20,赤狐,0.81456018518518514
A38,46042,2026,1,20,赤狐,0.87194444444444441
A38,46043,2026,1,21,喜鹊,0.47337962962962965
A38,46043,2026,1,21,喜鹊,0.47565972222222225
A38,46043,2026,1,21,喜鹊,0.47706018518518517
A38,46043,2026,1,21,家狗,0.72738425925925931
A38,46043,2026,1,21,家狗,0.72851851851851857
A38,46043,2026,1,21,赤狐,0.88754629629629633
A38,46047,2026,1,25,赤狐,0.30486111111111114
A38,46048,2026,1,26,野猪,0.12275462962962963
A38,46048,2026,1,26,野猪,0.1241087962962963
A38,46048,2026,1,26,野猪,0.13628472222222221
A38,46048,2026,1,26,赤狐,0.98157407407407404
A38,46049,2026,1,27,喜鹊,0.40449074074074076
A38,46051,2026,1,29,野猪,0.85502314814814817
A38,46051,2026,1,29,赤狐,0.94200231481481478
A38,46052,2026,1,30,赤狐,1.4664351851851852E-2
A38,46052,2026,1,30,赤狐,1.9872685185185184E-2
A38,46052,2026,1,30,狍子,0.15945601851851851
A38,46052,2026,1,30,狍子,0.16113425925925925
A38,46052,2026,1,30,狍子,0.20318287037037036
A38,46052,2026,1,30,赤狐,0.66083333333333338
A38,46052,2026,1,30,野猪,0.96783564814814815
A38,46055,2026,2,2,赤狐,0.86009259259259263
A38,46055,2026,2,2,赤狐,0.86106481481481478
A38,46057,2026,2,4,喜鹊,0.60236111111111112
A38,46058,2026,2,5,赤狐,1.9074074074074073E-2
A38,46058,2026,2,5,家牛,0.58019675925925929
A38,46059,2026,2,6,野猪,0.12920138888888888
A38,46059,2026,2,6,野猪,0.12981481481481483
A38,46059,2026,2,6,家狗,0.63832175925925927
A38,46059,2026,2,6,家狗,0.64918981481481486
A38,46059,2026,2,6,赤狐,0.9354513888888889
A38,46060,2026,2,7,野猪,0.26901620370370372
A38,46060,2026,2,7,赤狐,0.79740740740740745
A38,46060,2026,2,7,赤狐,0.79806712962962967
A38,46060,2026,2,7,赤狐,0.81792824074074078
A39,46024,2026,1,2,家狗,0.57193287037037033
A39,46029,2026,1,7,赤狐,0.73053240740740744
A39,46030,2026,1,8,赤狐,0.86166666666666669
A39,46035,2026,1,13,赤狐,5.2083333333333333E-4
A39,46037,2026,1,15,家猫,0.31833333333333336
A39,46037,2026,1,15,家猫,0.32873842592592595
A39,46038,2026,1,16,赤狐,3.7453703703703704E-2
A39,46038,2026,1,16,赤狐,3.7997685185185183E-2
A39,46038,2026,1,16,赤狐,9.9328703703703697E-2
A39,46038,2026,1,16,赤狐,0.10005787037037037
A39,46038,2026,1,16,赤狐,0.10173611111111111
A39,46038,2026,1,16,赤狐,0.10268518518518518
